Keyword,Source,Sentence,隐含情绪,情绪动机,置信度
偏心,comment,段子而已,中性,无,low
偏心,comment,求同款妈妈,中性,无,low
偏心,comment,妈妈有链接吗,中性,无,low
偏心,comment,你们只看见了零食，却没有关乎他们家的面积,中性,无,low
偏心,comment,我還看到了一堆LV,中性,无,low
偏心,comment,这么一看一袋薯片和一个蛋糕,中性,无,low
偏心,comment,还有就1饼干的,中性,无,low
偏心,comment,反正没花你钱,中性,无,low
偏心,comment,回复 ^ _ Y _^ : 这倒是真的,中性,无,low
偏心,comment,偶尔吃一点吃不死,中性,无,low
偏心,comment,难道他们都是一人一个房间吗,中性,无,low
偏心,comment,要不然呢,中性,无,low
偏心,comment,为什么不能一起吃,中性,无,low
偏心,comment,我咋感觉老大一脸看破不说破,中性,无,low
偏心,comment,而且老大长得好像妈妈,中性,无,low
偏心,comment,老大真可怜呀,中性,无,low
偏心,comment,哪里可怜,中性,无,low
偏心,comment,现在烧烤都这么点吗,中性,无,low
偏心,comment,南方是这样,中性,无,low
偏心,comment,小老五只有弟弟没有妹妹了,中性,无,low
偏心,comment,再生个老八,中性,无,low
偏心,comment,小雨看的好像是，敖丙传,中性,无,low
偏心,comment,每个人的房间都好大呀,中性,无,low
偏心,comment,但我觉得这么多东西吃起来的话，还是老大最可怜，求保护，没有恶意的,中性,无,low
偏心,comment,还有最小的那个，只有两个饼干,中性,无,low
偏心,comment,只有我發現了老大在正畸牙齒嗎,中性,无,low
偏心,comment,确实是“只有你有，他们没有”因为每个人不一样,中性,无,low
偏心,comment,嗯…为什么小老五有两个,中性,无,low
偏心,comment,可能是他最近真的表现很好吧,中性,无,low
偏心,comment,小老五哪里有妹妹,中性,无,low
偏心,title,在威尼斯贡多拉上拍个翻包,中性,无,low
偏心,content,#旅行pov#威尼斯#YSL偏心护手霜#意大利,中性,无,low
偏心,comment,缘一位朋友同款护手霜🤍🤍🤍,中性,无,low
偏心,comment,我的手可以感受到菲菲同款养护吗哈哈哈菲菲公主,中性,无,low
偏心,comment,喔喔喔喔喔喔喔喔喔喔喔喔,中性,无,low
偏心,comment,姐姐看我第一,中性,无,low
偏心,comment,我我我我我我我我我我我,中性,无,low
偏心,comment,姐姐看我,中性,无,low
偏心,comment,来了看看我,中性,无,low
偏心,comment,我呀我呀,中性,无,low
偏心,comment,关注你好久了看看我,中性,无,low
偏心,comment,我我我🙋‍♀️,中性,无,low
偏心,comment,看看我姐姐,中性,无,low
偏心,comment,喔喔喔喔喔,中性,无,low
偏心,comment,啊啊啊啊啊啊啊啊啊前排,中性,无,low
偏心,comment,卡卡卡卡卡卡卡卡卡卡我,中性,无,low
偏心,comment,百变小菲 我来我来,中性,无,low
偏心,comment,女朋友我来了这次好早看看我看看我,中性,无,low
偏心,comment,感慨时间过得好快啊～一路见证碳碳的涨粉过程,中性,无,low
偏心,comment,真的很优秀特别棒,中性,无,low
偏心,comment,越来越美～从稚嫩到越成熟精致女人一直 ing我会一直支持你的,中性,无,low
偏心,comment,追你到退嘻嘻嘻[心心眼R][心心眼R][心心眼R],中性,无,low
偏心,comment,有团队吧，一般好几个人的不会被看上,中性,无,low
偏心,comment,而且她应该去过好几次意大利比较轻车熟路,中性,无,low
偏心,comment,应该还好 不高调,中性,无,low
偏心,comment,什么包呀,中性,无,low
偏心,comment,感觉 the row,中性,无,low
偏心,comment,The row Marlo,中性,无,low
偏心,comment,哦莫一闪而过的白衬衫那套好好看,中性,无,low
偏心,comment,啊啊原来是之前出镜过的那套超短白上衣的穿外套版[抽泣R]我蹲蹲蹲照片帖版,中性,无,low
偏心,comment,姐姐武汉好热呀,中性,无,low
偏心,comment,求衣服裙子,中性,无,low
偏心,comment,包挂好萌,中性,无,low
偏心,comment,而且那个扇子真的很好看捏🤩,中性,无,low
偏心,title,关于双胞胎家长都是怎么端水的,中性,无,low
偏心,comment,这家教对吗,中性,无,low
偏心,comment,我们家也双胞胎，没这么惯着的，无法无天了,中性,无,low
偏心,comment,这种挺奇怪的我以为真端水是父母提供的教育环境，养育资本啥是一样的,中性,无,low
偏心,comment,国王访问都得多要一个冰墩墩，就别挑普通人刺了,中性,无,low
偏心,comment,回复：国王也不会踩老太太脚吧,中性,无,low
偏心,comment,回复：身边双胞胎很多 没一个这样的,中性,无,low
偏心,comment,有的简直是无理取闹,中性,无,low
偏心,comment,回复：国王小时候真说不准，而且老太太不在意还愿意配合，说不准是刚学会走路的小孩，你别太“严于律婴儿”了,中性,无,low
偏心,comment,他们发帖的这种 是怎么做到不以为耻反以为荣的,中性,无,low
偏心,comment,回复：真的不理解,中性,无,low
偏心,comment,回复：你是哪来的皇亲贵胄,中性,无,low
偏心,comment,大清不是亡了吗,中性,无,low
偏心,comment,回复：孩子要从小教,中性,无,low
偏心,comment,三岁看到老,中性,无,low
偏心,comment,小孩会争些无厘头的东西挺正常的从某一个时刻开始就会突然有意识了,中性,无,low
偏心,comment,我见过的没这样的,中性,无,low
偏心,comment,回复：流行风向,中性,无,low
偏心,comment,我说话比较难听，这就是纯碱,中性,无,low
偏心,comment,对，这样的要公平怎么不一个打一顿,中性,无,low
偏心,comment,给第一个踩老奶奶脚的一巴掌，另一个坚持要踩也给一巴掌，这样子就又平衡了,中性,无,low
偏心,comment,我要是那个老奶奶 假装让踩 然后上去打一个耳刮子让它们闹翻天,中性,无,low
偏心,comment,端水也不是这样端的,中性,无,low
偏心,comment,你们是不是长的一样,中性,无,low
偏心,comment,回复：对的看久了就不是很像,中性,无,low
偏心,comment,我们家不用端水，我会让我妹的,中性,无,low
偏心,comment,回复：是哒，我们家都很和谐,中性,无,low
偏心,comment,第一个不会父母还觉得甚是有趣吧,中性,无,low
偏心,comment,没有礼貌，一人打一下就老实了的,中性,无,low
偏心,comment,还好，我家是龙凤胎，不需要买一模一样的，但是数量要均衡,焦虑,学业,medium
偏心,comment,买衣服、学习用品我都是买双数，就是有时会偷偷给女儿买裙子,中性,无,low
偏心,comment,我自己买个马面裙我儿子都：妈妈快给我穿上我要变公主,中性,无,low
偏心,comment,我也是，我家龙凤胎不会太抢东西，但数量要一致,中性,无,low
偏心,comment,给老大看孩子还要给老二 主打公平 自己受活罪,中性,无,low
偏心,comment,任务+1,中性,无,low
偏心,comment,我是雙胞胎，從小什麼都要跟妹妹分享,中性,无,low
偏心,comment,這些都是慣出來的吧,中性,无,low
偏心,comment,分享没错，离谱的是什么都要一样,愤怒,社会,medium
偏心,content,八月是狮子月，身边大半朋友都是狮子座，每年都得花点心思挑礼物,中性,无,low
偏心,content,这支 YSL 偏心护手霜我本来自用，上次随手给朋友涂了点，她一眼就注意到特别的心形造型，我当下就觉得，八月送朋友一颗 “心” 刚好,中性,无,low
偏心,content,纯白外壳配银色 logo，手感圆润，搭日常黑白灰穿搭、配各种饰品都很协调，上班族收着不突兀，送出去也够有质感,中性,无,low
偏心,content,我一直觉得护手霜是很稳妥的礼物 —— 天天都能用，香味贴身，又带着点亲近感,中性,无,low
偏心,content,质地也给了我惊喜，本来只冲颜值入手，轻盈乳霜感，夏天涂也不闷油膜，涂完打字、拿玻璃杯都不粘指纹，完全不耽误事,正面,学业,low
偏心,comment,周末愉快四亿宝～,中性,无,low
偏心,comment,周末愉快哦[新春花火unlock],中性,无,low
偏心,comment,四亿好美好美,中性,无,low
偏心,comment,也祝四亿周末愉快,中性,无,low
偏心,comment,周末愉快呀,中性,无,low
偏心,comment,狮子座表示，这个品味好,中性,无,low
偏心,comment,YSL投四亿，有品,中性,无,low
偏心,comment,这意义挺好,中性,无,low
偏心,comment,Wuli刘亿菲啊,中性,无,low
偏心,comment,天际碰瓷了我,中性,无,low
偏心,comment,哈哈哈哈哈哈哈有被笑道,中性,无,low
偏心,comment,四亿快来看,中性,无,low
偏心,comment,颜值好高的护手霜,中性,无,low
偏心,comment,有人当面涂过 还问你有没有闻到香根草哈哈哈哈,中性,无,low
偏心,content,很多人总说，天下无不是的父母,中性,无,low
偏心,content,可这句话何尝不是捅向，对无辜孩子的又一次利剑呢,中性,无,low
偏心,content,如果大家都知道习以为常,中性,无,low
偏心,content,那孩子还不会如此难受,中性,无,low
偏心,content,难受的是，大家不理解,中性,无,low
偏心,content,因为大部分人都是打工者,中性,无,low
偏心,content,欢声笑语，其乐融融， 可事实证明，只是侥幸，大多数都是利益载体，没有纯粹的亲情关系,中性,无,low
偏心,content,不能接受,中性,无,low
偏心,content,孤家寡人的结局的一生,中性,无,low
偏心,content,可是前后都在失去,中性,无,low
偏心,content,努力一辈子，以为成功了，实际上却洗牌了,正面,学业,low
偏心,content,张居正守住江山社稷多年，以为终于寿终正寝，托付中馈，给自己引以为傲的接班人,中性,无,low
偏心,content,结局却是如此颠覆,中性,无,low
偏心,content,宇文邕扫除障碍，总打胜仗，原以为能一统天下，却英年早逝,中性,无,low
偏心,content,算得尽人事，算不尽命数,中性,无,low
偏心,content,如此贤达，命运总是弄人,中性,无,low
偏心,content,又如何称得上辛苦,中性,无,low
偏心,content,宇文邕未统一的天下，秦始皇完成了，秦始皇未守住的江山社稷，张居正完成了，张居正未完成的寿终正寝，雍正完成了,中性,无,low
偏心,content,雍正未守住的国门，左宗棠守住了,中性,无,low
偏心,comment,啊不对，我想了想不能这么说，毕竟嬴政本身就很厉害，不会那么惨,中性,无,low
偏心,comment,但是总归是不会更好的,中性,无,low
偏心,comment,回复：就是说啊，更何况那是在别国当质子，死亡率更高的啊,中性,无,low
偏心,comment,说轻了就是打一巴掌给一颗糖 他妈可能也心虚所以后面就那样了,中性,无,low
偏心,comment,回复：哥们儿我看你挺好笑的,中性,无,low
偏心,comment,小时候应该还是认真养的，赵姬那时候不好好养着嬴政，老祖真的能在秦赵关系不咋样的时候活着吗（甚至没有落下残疾）,中性,无,low
偏心,comment,小的时候没有赵姬和母族早嗝屁了，白起坑杀赵国四十万人，引起民愤所有人要抓嬴异人一家开刀，于是这爹跟着吕不韦自己先跑路了，嬴政被妈带着东奔西走的要饭挨打的，但凡被抓住就是死翘翘,中性,无,low
偏心,comment,小时候相依为命，肯定是好好养过的,中性,无,low
偏心,comment,他其实根本就没有太怪自己母亲，把自己母亲贬到很远的地方，又过了两年，就赶紧主动叭叭的给人接回来了,正面,学业,high
偏心,comment,那能是因为啥,中性,无,low
偏心,comment,因为他想妈了呗,中性,无,low
偏心,comment,这话也不对，嬴政小的时候赵姬已经用尽全力在庇护他了，否则嬴政能不能顺利长大都难说,中性,无,low
偏心,comment,嬴政回国后被立为太子，长大继位为秦王，他已经独立了,中性,无,low
偏心,comment,不是有那句话么，有了后妈就有了后爹，有了后爹就有了后妈,中性,无,low
偏心,comment,我舅二婚娶的虐待我表弟啊，不给饭吃，我表弟能活下来，都是我妈和几个姨还有外婆轮流接济的啊,焦虑,家庭,high
偏心,title,班上竟然有这样的一种同学,中性,无,low
偏心,content,Hihi，萧萧又来拆解追妻文啦，今天拆的短篇是如今在榜上的《不再端水后》，具体见图片 故事梗概 起：国家分配，女主林又嫁给了一对兽人兄弟，她谨遵公平原则，在兽人兄弟间努力维持平衡，却长期忍受着弟弟楚川的语言伤害和哥哥楚洲的疏离,正面,学业,low
偏心,content,转：女主无意中偷听到兄弟俩的对话，得知楚洲已对自己情根深种，而楚川则一直盘算着让她主动离婚，坚定了女主与弟弟离婚的决心,中性,无,low
偏心,content,总结如下： 这也是一篇在传统基础上，微创新的追妻文，背景是可以一妻多夫的兽人世界，自带看点和爽点,中性,无,low
偏心,content,接下来，我们看一看故事的节奏是怎样安排的,中性,无,low
偏心,content,转折点清晰，节奏加快：从一杯牛奶事件开始，节奏明显加快,中性,无,low
偏心,content,女主的每yi次偏心行为，都推动着兄弟间的矛盾迅速激化,中性,无,low
偏心,content,高潮迭起：偷听谈话，毛衣被毁，兄弟斗殴，正式离婚等情节环环相扣，形成一波又一波的高潮，让读者情绪得以持续释放,中性,无,low
偏心,content,收尾利落：结局部分，女主果断拒绝楚川，与楚洲开始新生活，毫不拖泥带水，给予读者爽感,中性,无,low
偏心,content,以上仅代表个人观点,中性,无,low
偏心,content,#女频小说#小说情节套路#小说写作灵感#小说写作干货#短篇#小说素材#小说写作素材#今日小说推荐#我是春节主理人#咔嚓一张新年照,中性,无,low
偏心,comment,宝子，我是新人编辑，特别缺稿，欢迎投稿，我家是独立平台，长篇短篇耽美百合都收的（我家是二审）不过挺好过的，宝子有新书可以考虑一下我不,中性,无,low
偏心,comment,现在还收吗,中性,无,low
偏心,comment,这篇是真的创新，好看的,中性,无,low
偏心,comment,是滴，创新点让人眼前一亮,中性,无,low
偏心,comment,在哪里看,中性,无,low
偏心,comment,在哪里看呀,中性,无,low
偏心,comment,在哪能看,中性,无,low
偏心,comment,这篇是真好看，真强推ദ്ദി (⩌ᴗ⩌ )B站小说推文里为数不多思路清晰逻辑严谨有头有尾甚至会有番外的,中性,无,low
偏心,comment,推文很多随时都能刷到，就是看下去，被你这么一说又想看了，我都刷到不下四次推文,委屈,人际,high
偏心,title,一句为我好 藏不住的偏心,中性,无,low
偏心,content,#童年回忆#原生家庭#隔代亲#画一个故事,中性,无,low
偏心,comment,亲情的疏离，难以弥补,中性,无,low
偏心,comment,七代单传她哪来的叔叔伯伯和堂哥 他爷爷爸爸那辈就一个 爷爷又只有一个 爸爸还只有一个 那叔叔伯伯这辈是怎么来的,中性,无,low
偏心,content,#保险箱#全封闭式管理#不辜负每一分信任#服务我们是认真#客户至上用心服务#欢迎预约参观#真诚服务无止境#服务至上,中性,无,low
偏心,title,嫂子说AA我停了全家副卡😠😠😠,中性,无,low
偏心,content,我哥娶了AA制理念的新时代女性林菲菲，全家推行AA制，停掉副卡，实行经济独立,中性,无,low
偏心,title,双胞胎宝妈们,中性,无,low
偏心,content,有过偏心吗,中性,无,low
偏心,content,#双胞胎,中性,无,low
偏心,comment,宝子，用的什么奶瓶,中性,无,low
偏心,comment,纯奶粉喂养吗,中性,无,low
偏心,comment,纯奶粉哦 用的世喜,中性,无,low
偏心,comment,没有我家妹妹是母乳，哥哥奶粉,中性,无,low
偏心,comment,这不偏心吗,中性,无,low
偏心,comment,接双胎好孕,中性,无,low
偏心,comment,诚愿我腹中两个宝宝平安健康，所有指标正常，产检一路绿灯，宝宝顺顺利利平安健康足月来到这个世界上，大人小孩都平安健康,中性,无,low
偏心,comment,接双胞胎好孕,中性,无,low
偏心,comment,恭喜🎉接好孕接龙凤胎真诚祈愿八月有孕愿孕囊健康卵黄囊胎心胎芽，胎心强而有力，HCG大翻倍猛涨，NT秒过，无创秒过，唐筛秒过，四维正常,中性,无,low
偏心,comment,全都正常,中性,无,low
偏心,comment,所有产检全部一路绿灯，孕期一切顺利，宝宝健康漂亮到来真诚祈愿愿孕囊健康卵黄囊胎心胎芽，胎心强而有力，HCG大翻倍猛涨，NT秒过，无创秒过，唐筛秒过，四维正常,中性,无,low
偏心,comment,全都正常,中性,无,low
偏心,comment,所有产检全部一路绿灯，孕期一切顺利，宝宝健康漂亮到来,中性,无,low
偏心,comment,什么价格呢,中性,无,low
偏心,comment,能問問有沒有周邊嗎,中性,无,low
偏心,title,【blue✖️佩恩】,中性,无,low
偏心,content,最近开始嗑小猪佩奇真的好上头啊啊啊 姐妹们能不能一起分享下最戳你的点#BLUE小红书首播#主播BLUE#小猪佩奇#,中性,无,low
偏心,comment,因为米哥过年的时候都会发红包🧧给兄弟们，小布鲁跟佩恩说了这件事，佩恩说你能分点给我嘛,中性,无,low
偏心,comment,挑战者杯抽签时，午餐和佩恩连麦聊天，突然莫名其妙开始互相分享歌单,中性,无,low
偏心,comment,说是看看谁的歌单最有品味对方都默默的把对方的歌加入歌单了，全程非常暧昧结果午餐用一首鸡jiojio终结比赛,中性,无,low
偏心,comment,想看切片,中性,无,low
偏心,comment,回复：BV1pE6HYrE89 这个,中性,无,low
偏心,comment,回复：这个是复制到哪里的,中性,无,low
偏心,comment,回复：这个我知道,中性,无,low
偏心,comment,回复：宝宝红包这个又没有切片啊,中性,无,low
偏心,comment,回复：楼里有宝宝发出来了,中性,无,low
偏心,comment,回复：请去看佩恩初识小猪的佩恩视角,中性,无,low
偏心,comment,回复：啊啊啊求这个链接，或者是哪一天的录屏,中性,无,low
偏心,comment,回复：BV1pMC3YJEyv 在p5里,中性,无,low
偏心,comment,从他们三排就开始嗑的人表示无敌,中性,无,low
偏心,comment,刚开始嗑昨天看完直播根本睡不着,焦虑,身体,high
偏心,comment,回复：那么建议你去补去年12月的 天天黏在一起 真腻歪,中性,无,low
偏心,comment,回复：刚补完过年那几天的录屏，甜到齁,中性,无,low
偏心,comment,回复：在哪补啊姐妹,中性,无,low
偏心,comment,我其实对猪猪的好多cp都没感觉就是因为其实大家都知道主包是在麦，在搞节目效果，弹幕老师们也知道，对面都是主包的朋友也比较配合，反而就是纯搞笑，猪猪越麦大家越想笑越跟着瞎起哄，就是很吵闹很乱成一锅粥的好笑轻松氛围,焦虑,生活,high
偏心,comment,但他跟佩恩是非常不一样的情感进化流程，一开始佩恩就是非常明显地对猪猪感兴趣，反而猪猪刚开始我觉得是例行公事撩男人没怎么往心里去,中性,无,low
偏心,comment,反正，好一阵子推拉以后，两个人渐渐深入了解对方以后又他娘的好上了,中性,无,low
偏心,comment,之后经历了佩恩比赛不顺猪安慰，猪停播以后减重60斤又强势回归，感觉两个人感情确实更紧密了,中性,无,low
偏心,comment,宝宝你真的好会表述，完完全全把我的感受表达出来了，一边看一边忍不住捂嘴笑，好甜好甜好甜好甜我要截图下来回味,中性,无,low
偏心,comment,回复：啊啊啊啊啊又去重温了小破站上那个最佳损友的剪辑，嗑得我发癫,中性,无,low
偏心,comment,回复：啊啊啊宝宝你好会说，甜死我了,中性,无,low
偏心,comment,老师 跟着你磕简直是仙品,中性,无,low
偏心,comment,回复：蹄花是什么,中性,无,low
偏心,comment,回复：佩恩想再跟小猪玩两把瓦，因为佩恩马上就要回基地了，小猪就记得🐷昊带回来的那碗蹄花,中性,无,low
偏心,comment,这个真的仙品,中性,无,low
偏心,comment,看你描述已经要捂嘴笑了我必去补回放,中性,无,low
偏心,comment,求，是哪天的录屏拜托了我真的很需要,中性,无,low
偏心,comment,有录屏吗,中性,无,low
偏心,comment,只有这对cp给我真实的暧昧的感觉，两个人有的时候互动好像是真的会害羞，大部分时候在互喷，而不是那种刻意的麦,中性,无,low
偏心,comment,其实刚看blue直播没多久的我 初印象就是“佩恩是谁呀，主播怎么天天都要提”,中性,无,low
偏心,comment,回复：我记得有一次猪猪突然下播，然后当晚佩恩还发信息来安慰他，说他最近过的也不好，还说要不要一起打排位,中性,无,low
偏心,comment,回复：甜死了我嗑死,中性,无,low
偏心,comment,小猪佩奇天下第一,中性,无,low
偏心,comment,越看越感觉blue和佩恩会是那种很长远的朋友，就算平时玩的时候再怎么打打闹闹，关键的时候都是很关心对方的，blue在佩恩比赛失利的时候也会安慰鼓励，两位真的很好很好,中性,无,low
偏心,comment,什么时候真的很需要回放,中性,无,low
偏心,comment,唐老鸭打米老鼠 两个人一个比一个疯哈哈哈哈哈哈哈,中性,无,low
偏心,comment,今天真的甜到我决定剪点小猪佩奇饭了,中性,无,low
偏心,comment,回复：老师这个我真的想吃 蹲住了,中性,无,low
偏心,comment,每天弹幕提佩恩午餐就能精准捕捉到 然后还有点赞100w让他开麦打电话什么的 午餐明明就是自己想这么做但是放不下只能让dmls负重前行 佩恩那里也是 弹幕让他开麦他开 结果听不到午餐说话就一直在解释 后面弹幕让下微信打电话他也做了 而且弹幕上全是小猪佩奇还有喊他豹豹的 我不信他没看到…… 感觉会和之前一样耳朵偷偷红,中性,无,low
偏心,comment,一定要看这个喊弹幕啊啊啊BV1m4kYYQE9x 🦁“午餐我们和好吧，不好听的话不要往心里去，你也知道是骗你的”🐷“文帅哥哥猪猪知道错了我们和好吧” 本来两个人还在那吵架闹别扭 互相一句话就哄好对方了 打着打着又亲起来,焦虑,生活,high
偏心,comment,回复：这个切片第一次看到,中性,无,low
偏心,comment,姐妹不好意思想问一下🐴是谁呀，是他俩的共同好友嘛,中性,无,low
偏心,comment,回复：是拖米辣,中性,无,low
偏心,comment,回复：是米哥呀,中性,无,low
偏心,comment,第二次是佩恩忙kpl的事，然后猪猪解说比赛，本来佩恩都说不来了，忙完刚回酒店还没卸妆，就对猪说来，然后陪着聊了一会儿，就去吃饭了，那个说话的氛围感很戳我,中性,无,low
偏心,comment,加一!!!!!这两次真的印象深刻温柔又黏黏糊糊的感觉,中性,无,low
偏心,comment,这是哪个时间段啊啊 有切片吗,中性,无,low
偏心,comment,回复：这里这里,中性,无,low
偏心,comment,妍总剪过,中性,无,low
偏心,comment,回复：我也是的，,中性,无,low
偏心,comment,宝宝，第二次是哪一次，想看,中性,无,low
偏心,comment,还有一次是猪猪玩梗给佩恩发“你总是有那么多借口,中性,无,low
偏心,comment,”然后佩恩认真地回“没有借口说的实话”,中性,无,low
偏心,comment,回复：怎么会有这么萌的两个愣,中性,无,low
偏心,comment,回复：这是多久，姐妹有切片吗,中性,无,low
偏心,comment,回复：BV16W6gYBEmC,中性,无,low
偏心,comment,有一次猪猪上线给佩恩打了个“三二一开”就开了巅峰赛，还一边说跟佩恩约好了撞车，但是佩恩一直没回，dmls都说不信,中性,无,low
偏心,comment,排进去了之后猪猪特别夸张说排到了排到了还说几楼几楼是佩恩，弹幕也不信，结果佩恩（没被猪认出来的另一楼）给猪猪一直发加好感的道具,中性,无,low
偏心,comment,屏幕上一直跳和好友佩恩奥特曼的好感度➕2点哈哈哈哈哈，dmls包括本人纷纷小丑了，煮波自己也没想到真撞了，所以说命中注定的应援词真的选得好啊，我们cp的缘分根本挡不住,中性,无,low
偏心,comment,能问问是哪天吗想去找回放看,中性,无,low
偏心,comment,回复：BV1Dw411c78z 这个切片时间之前一两天的样子,中性,无,low
偏心,comment,回复：BV1x34y1g75n 这个带弹幕的,中性,无,low
偏心,comment,我来继续补课,中性,无,low
偏心,comment,回复：是在哪个平台看能新粉,中性,无,low
偏心,comment,发现这段我竟然看过,中性,无,low
偏心,comment,关键是真的排到了 这就是缘分,中性,无,low
偏心,comment,居然还有这回事,中性,无,low
偏心,comment,又想起一个，之前花海给blue送了一个fmvp皮肤,中性,无,low
偏心,comment,blue就跑去问佩恩什么时候可以拿到他的fmvp皮肤，过了一会儿佩恩给blue发消息“我选妲己”（就是他要是有fmvp就会选妲己做皮肤）,正面,学业,high
偏心,comment,奥特曼你这么会,中性,无,low
偏心,comment,啊啊啊啊求切片视频,中性,无,low
偏心,comment,还有猪猪说：佩恩我可以当你的主人吗?佩恩沉默没否认 然后旁边听到了一切的队友小声说了一句牛逼我们小猪佩奇是大家都在磕的关系,中性,无,low
偏心,comment,“不要看佩恩说了什么，要看他做了什么”,中性,无,low
偏心,comment,我愿奉之为小猪佩奇圣经,中性,无,low
偏心,comment,谁能想到我一开始磕的是北b 拉了个佩恩进来三排还看他不太爽来着 现在小猪佩奇磕昏了,中性,无,low
偏心,comment,回复：哈哈哈哈哈哈所以说小猪佩奇命中注定,中性,无,low
偏心,comment,开始无感，但是他俩自己就互有好感（朋友）吧，所以走到咱俩眼前了命中注定🍬,中性,无,low
偏心,comment,是开疾跑的蒙犽、数不清的偷笑，是猪猪说的“文帅天下第一”“在我这里你的马可排第一”，是嘴硬但是每次都会无条件相信对方的默契配合,中性,无,low
偏心,comment,佩恩你嘴巴这么硬，亲起来一定很软吧,中性,无,low
偏心,comment,姐妹是新粉吗，可以补一下24年11月12月佩恩休息的那段时间，他俩天天双排，打瓦打到凌晨四五点，blue还向佩恩要kfc的早饭钱,中性,无,low
偏心,comment,是滴最近刚开始看竟然还一起玩过瓦嘛,中性,无,low
偏心,comment,还没看过blue打瓦诶,中性,无,low
偏心,comment,哇塞 还有太多我不知道的惊喜,中性,无,low
偏心,title,想学习一点跑图思路（）,中性,无,low
偏心,content,《全家出国游不带我，那我自去看》林妍 ——————————————————— 我收拾去欧洲的行李时，妈妈站在一旁看了半天，突然开口： “其实这次全家欧洲十日游，我忘记买你的机票了,中性,无,low
偏心,content,” 她却没察觉到我的异样，自顾自往下说： “谁让你和你妹妹是双胞胎呢，护照简直一模一样，我就弄混了,焦虑,学业,medium
偏心,content,声明：仅做推文书评，如有侵权联系我下架,中性,无,low
偏心,comment,后续完结温柔设计作品,中性,无,low
偏心,title,我铺好回家的路，他们只盯着我的钱包,中性,无,low
偏心,content,彻底清醒后及时切割，守住自己的小家,中性,无,low
偏心,content,#清醒女主#短篇小说,中性,无,low
偏心,title,真的好扯,中性,无,low
偏心,content,当时我带他的时候，我把实验方法数据什么的都告诉他了，甚至退学的时候把我俩年的数据都留给他毕业了,中性,无,low
偏心,content,因为这个组真的很烂，导师对硕士0指导，所以我带的比较仔细，我自己也在水深火热之中，现在他查出问题了直接怪我身上，真心奉劝各位硕博，尊重他人命运，不要干跟自己无关的事吃力不讨好,中性,无,low
偏心,comment,我也有甲沟炎,中性,无,low
偏心,comment,你问他的双相是哪两相，能不能拿来做非均相催化,中性,无,low
偏心,comment,这个故事告诉我们，斗米养恩，升米养仇，这个年代，如果对方不知根知底，情同手足，还是不要过多参与他人命运，最容易受到攻击的往往是最善良的那个人,中性,无,low
偏心,comment,尊重他人命运 放下助人情节,中性,无,low
偏心,comment,好好的让我背这么大的锅，退学的时候把所有的数据都留给他毕业，不找那个不负责任的导师的问题，把问题扣在我身上,中性,无,low
偏心,comment,癫导成功把锅甩到你身上了,中性,无,low
偏心,comment,双相是什么,中性,无,low
偏心,comment,回复：那他也废了,中性,无,low
偏心,comment,因为她和我虽然用一个仪器，老师喊她带我，但是我和她原料那些不太一样，她也没喊我帮她做实验,中性,无,low
偏心,comment,别人也有她要忙的事呢）,中性,无,low
偏心,comment,这世界的多样性让我见识到了,中性,无,low
偏心,comment,回复：有次我在忙实验室一个事，外面有人让我帮忙签字，我让他帮我签一下，他当着全实验室的人面来一句你怎么不签,中性,无,low
偏心,comment,是的，神人都这样，遇事先找个倒霉蛋怪罪，离神人越近中奖概率越大,中性,无,low
偏心,comment,已经碰见过好几次这种情况了,中性,无,low
偏心,comment,这个课题组有说法,中性,无,low
偏心,comment,回复：感觉这世界上只有心肠好的人会受伤,中性,无,low
偏心,comment,回复：替他给你道歉 ，,中性,无,low
偏心,comment,回复：是的，你可怜他，他反过来讨伐你,中性,无,low
偏心,comment,要是我有个把数据都留给我的师姐就好了，偏偏我们组都是自己淋过雨还得把别人伞撕碎的，跟导师一个德行,中性,无,low
偏心,comment,我真的觉得好神啊，他自己开题的时候上去乱说挂了，我下来好好教他，调整实验方案，最后我也被摧残的退学了，结果他把责任对我身上,中性,无,low
偏心,comment,回复：他说他已经查出来了，不能考公了，我那个导师肯定在我退学后跟他说了我不少坏话,中性,无,low
偏心,comment,回复：他没有和我说，我就是发现他把我删了，然后让人去问他的，我听到我都惊了,中性,无,low
偏心,comment,回复：也是有点离谱，开题有一点点进度好像就行了,愤怒,社会,medium
偏心,comment,你是错过了什么剧情吗,正面,学业,high
偏心,comment,很多次出场没觉得奇怪吗，一玉在自己家里都带着保镖，防谁呢,中性,无,low
偏心,comment,一玉儿子都恋母,中性,无,low
偏心,comment,回复：双胞胎和其它兄弟恋母不一样，他们是想和一玉生后代的节奏,中性,无,low
偏心,comment,天，这么带感的吗,中性,无,low
偏心,comment,回复：他们的家族基因，近亲繁殖、同性、单身主义等…导致孩子越来越少，他俩多少也有点基因，想他们爸爸和妈妈生个妹妹给他们，或者自己和妈妈生,中性,无,low
偏心,comment,碧荷里，有一笔DAVID拥抱一玉，一玉不着痕迹的拉开了距离，还有多次提到双胞胎注意到了一玉的女保镖,焦虑,学业,high
偏心,comment,被Andy压制的剧情在哪里呀 我没看到 是我错过了吗[呃R][呃R],正面,学业,high
偏心,comment,回复：他们想跟一玉那啥的时候被他爸发现了 然后被送去非洲了不让他们住在家里呀,中性,无,low
