Keyword,Source,Sentence,隐含情绪,情绪动机,置信度
周测,content,再听老师讲解，注意全神贯注，关注老师的思路优化解法,中性,无,low
周测,content,复盘总结,中性,无,low
周测,content,1.网友红领巾老师介绍：网友红领巾老师的视频解析在小破站，粉丝260w+，有很多季模考的复盘、建议先做题再听讲解,中性,无,low
周测,content,2.题本介绍：题本是某笔模考按红领巾老师视频讲解整理成册（详目录），方便复盘和做笔记,中性,无,low
周测,content,3.题本应用：先做题再对答案、思考后听讲解、老师的复盘是实战模式、用三言两语纠正错误思路,中性,无,low
周测,content,4.复盘注意事项：复盘时要全神贯注、注意老师的思路、正确和错误的题都要听,中性,无,low
周测,content,5. 刷题计划：先言语后其他，争取尽快言语正确率稳定在90%，为其他模块争取更多时间,中性,无,low
周测,content,#2026国考#每日复盘#网友红领巾怎么跟着学#考公刷题题本推荐#网友红领巾#国考省考,焦虑,学业,medium
周测,comment,物流很快，题本质量高，字迹清晰，排版很舒服，商家服务态度也超级好,中性,无,low
周测,title,班主任强推,中性,无,low
周测,title,这份小学周末检测卷真的很强,中性,无,low
周测,content,#一本周末小测卷 一二三年级开学必备的周测卷来了,中性,无,low
周测,content,一周一测，及时跟踪每周学习情况，查漏补缺 #小学语文﻿﻿#小学数学﻿#小学英语﻿﻿#小学学习资料﻿﻿#测试卷﻿﻿#小学生学习﻿﻿#小学数学试卷﻿﻿#小学数学怎么学﻿﻿#小学期中考试,焦虑,学业,medium
周测,title,班主任强推,中性,无,low
周测,title,这份小学周末检测卷真的很强,中性,无,low
周测,title,高中生也能刷真题,中性,无,low
周测,title,这套真题周周练，冲冲冲,正面,学业,low
周测,content,几乎每周都会发大庆一中的周测卷，在答疑群里的家长一定一定跟着练#聂伟东#聂伟东中考数学#聂伟东老师数学课堂,焦虑,学业,medium
周测,title,2026春亮点给力大试卷一年级下册数学江苏版,中性,无,low
周测,content,这本《亮点给力大试卷》真的挖到宝✨ ✅核心特点 • 苏教版专属：完全同步江苏版教材进度，贴合本地考情，不超纲 • AB卷分层：A卷夯实基础、B卷能力提升，难度循序渐进 • 题型全覆盖：单元测+专项卷+期中卷+期末卷，一套搞定全学期 • 答案超详细：带思路点拨，家长辅导超省心 • 聚焦重难点：专攻计算、人民币换算、图形认知等易错点 ✅适合人群 • 江苏一年级下册，用苏教版数学的学生 • 基础薄弱需巩固、或中等生想适度提优 • 家长自主辅导、老师随堂测评使用 低年级数学打好根基太重要,焦虑,学业,high
周测,content,这套卷题量适中、排版清晰，孩子做着不抵触，单元查漏、期末冲刺都合适，江苏宝妈闭眼入～ #测试卷#数学试卷#一年级下册数学#江苏版数学#江苏小学数学#亮点给力大试卷#数学试卷#苏教版数学#亮点给力#数学启蒙,焦虑/正面,学业,high
周测,title,🔥新疆名校七年级上册英语预备单元周测卷,中性,无,low
周测,content,🔥新疆名校七年级上册英语预备单元周测卷 1️⃣pdf版本 2️⃣每个单元都有哦 #七年级英语#七年级上册英语#七年级英语上册#七年级英语试卷#七年级英语知识点,中性,无,low
周测,title,本周份数据,中性,无,low
周测,content,#虹桥周测,中性,无,low
周测,comment,地理好厉害,中性,无,low
周测,comment,嗯，生地数一直不怎么掉链子，其他学科轮着掉,焦虑,学业,medium
周测,comment,我们政治难产了,中性,无,low
周测,title,7年级｜下册数学第12周周末作业,中性,无,low
周测,comment,暑期衔接没,中性,无,low
周测,comment,没上衔接，小学没上过补习班，没有卷他，现在在重点班感受到了暴击,中性,无,low
周测,comment,回复：这下也得上点料了,中性,无,low
周测,comment,回复：没上过补习班能进重点班很不错了，慢慢来吧,中性,无,low
周测,comment,回复：我们周测了为啥不公布成绩,中性,无,low
周测,comment,回复：那怎么考上重点班的,中性,无,low
周测,comment,回复：有被安慰到,中性,无,low
周测,comment,是好班的,中性,无,low
周测,comment,回复：你们竟然没阳光分班,中性,无,low
周测,comment,这边没好班了上面盯着你分班,中性,无,low
周测,comment,确实，没有小学那么多高分了，我们班目前也只考了英语，老师没说分数段人数,中性,无,low
周测,comment,回复：哪个学校啊,中性,无,low
周测,comment,回复：正常，我女儿也是倒数那几个,焦虑,学业,medium
周测,comment,哪个学校,中性,无,low
周测,comment,上上周周测说其他班都是四五十，搞不懂了,中性,无,low
周测,comment,园区靠近昆山的菜中,中性,无,low
周测,comment,我家昨天 55 分,中性,无,low
周测,comment,回复：哪个学校的,中性,无,low
周测,comment,苏e怎么七上数学不是120还是130嘛，怎么还是满分100,焦虑,学业,medium
周测,comment,日常小测，初二好像才会120,中性,无,low
周测,comment,我们周测是130,中性,无,low
周测,comment,我们也是苏E，日常测试是120,中性,无,low
周测,comment,要看哪个区的，园区七八年级满分都是100,中性,无,low
周测,comment,姑苏区数学还是100分，但这次月考好像惨不忍睹,焦虑,学业,medium
周测,comment,我们学校周测100，月考开始130了对标中考,焦虑,学业,medium
周测,comment,这么厉害，我们七上周测数学90以上才五六个，你们哪个学校,中性,无,low
周测,comment,回复：昆山的菜中有晚自习吗,中性,无,low
周测,comment,回复：我们在园区，靠近昆山，不是昆山的,中性,无,low
周测,comment,是不是普通班,中性,无,low
周测,comment,没事的，放平心态,中性,无,low
周测,comment,稳扎稳打， 初一来得及的， 还有老本吃， 加油,正面,学业,low
周测,comment,你们哪个学校的,中性,无,low
周测,comment,回复：新区金山路上的,中性,无,low
周测,comment,回复：什么考试,中性,无,low
周测,comment,我数了一下我们班5个90以上,中性,无,low
周测,comment,不会是立达吧,中性,无,low
周测,comment,我们班1004️⃣个，90分以上29个,中性,无,low
周测,comment,你们哪个学校，也是好班的吧,中性,无,low
周测,comment,回复：苏F，不懂哈，我们老师还觉得考的很不理想，可能第一次周测不是很难,中性,无,low
周测,comment,我们班第一次周测，最高100，最低29分,中性,无,low
周测,comment,回复：你们班是尖子生班,中性,无,low
周测,comment,学霸在做的，平时做题感觉还行吧，不知道这个怎么回事,中性,无,low
周测,comment,而且期末比平时周测都简单,焦虑,学业,medium
周测,comment,一看就是好学校,中性,无,low
周测,comment,我们普通班，90以上5人，80以上14，我们是80以上其中一个，真的好普通的班,中性,无,low
周测,comment,我家英语 倒数第四 直接震惊我了,焦虑,学业,medium
周测,comment,新区实验第一次周测挺简单，我带的三个学生，都是98+，有一个错了非负整数集合,中性,无,low
周测,comment,可以一对一数学辅导,中性,无,low
周测,title,北师大附属实验中学九下数学周测，质量很高,中性,无,low
周测,comment,哎，我道心不稳，同流合污，已经深刻反省了,中性,无,low
周测,comment,我刚看到一个帖子就是高考作弊要不要举报的,焦虑,学业,medium
周测,comment,你去搜一下，这种帖子一大堆,中性,无,low
周测,comment,回复：高考一个省成规模有组织的作弊也就几百人而已，而且这里面包含艺考生的有组织作弊，只要所有科的选择分和部分简单的填空分,焦虑,学业,medium
周测,comment,完全影响不到高考整体的排名,焦虑,学业,medium
周测,comment,回复：你要这么想，别人高考时有没有通天的手段我不知道，但知道自己还高考只能老老实实的考，那现在的小测作弊，害的只能是自己，会影响自己的分数,焦虑,学业,medium
周测,comment,而且你自己都抄了，更没理了，自己经不住诱惑也埋怨不了别人，以后你自己别抄了，认真学就行了,中性,无,low
周测,comment,我支持高考作弊举报，但是平时实在是没必要，对得起自己就行,焦虑,学业,medium
周测,comment,回复：以为监控老师是傻子,中性,无,low
周测,comment,回复：很多人偷偷瞄一眼就能看到啊，自己去搜呗,中性,无,low
周测,comment,回复：神了，你都抬头看别人干什么了，你这算光明正大的瞄,中性,无,low
周测,comment,回复：不是，我又没说我抬头看别人的，我让你自己去搜那种帖子啊，我只是说我看到过这种帖子而已啊，我又没说我自己作弊，莫名其妙对我火药味这么大干嘛,中性,无,low
周测,comment,回复：啥时候说影响高考整体的排名了,焦虑,学业,medium
周测,comment,理解周测的作用，你就会释然了,中性,无,low
周测,comment,对，我给学生就是这么说的,中性,无,low
周测,comment,小测试真无所谓的，我们高三每周周末考一次，试卷都是找我们同学自己阅卷，这种纯粹是测试下自己的水平到底在哪，测试一下自己不会的题型，分数真无所谓的,中性,无,low
周测,comment,不用管呀我们学校上次期中考一堆人拿手机出来作弊的,焦虑,学业,medium
周测,comment,老师根本看不到呀,中性,无,low
周测,comment,回复：告了也没什么用,中性,无,low
周测,comment,周考作弊又不是高考做弊，管他们干嘛，让他们抄去呗，你好好提升自己就得了,焦虑,学业,medium
周测,comment,身处黑暗也要心向光明,中性,无,low
周测,comment,深陷混沌也要保持清醒,中性,无,low
周测,comment,你只管认真学习，做好自己，不要过问他人的事,中性,无,low
周测,comment,时间会给你证明,中性,无,low
周测,comment,甚至平时都可以适当压着点 大考的时候稳定发挥就行 混沌世界 保持清醒,中性,无,low
周测,comment,老师也有责任，孩子们为什么可以抄,中性,无,low
周测,comment,考的意义何在,中性,无,low
周测,comment,主要是别人都考90多很搞心态的 如果你坚持不下去了就抄吧 没必要听plq的,中性,无,low
周测,comment,前面好几次周测我都能坚持不抄，但是后来他们一直考九十多分，没被发现，我也是道心不稳，我就同流合污了,中性,无,low
周测,comment,你管你自己就行，做你能提升成绩的事情，不要管现在是倒数还是末尾,焦虑,学业,medium
周测,comment,你是要和昨天的你比,中性,无,low
周测,title,江苏新初一迎来第一次周测成绩倒数，天塌了,焦虑,学业,medium
周测,content,全班五十多人,中性,无,low
周测,content,100分2人，90到99分22人,中性,无,low
周测,content,老母亲看了真的吐血,中性,无,low
周测,content,英语考的也是马马虎虎131分估计排个十几名,中性,无,low
周测,content,原本觉得孩子在校时间长需要适应，晚上回家后就吃吃喝喝睡觉了,中性,无,low
周测,content,周末做了几页数学我看做的还行错的不多,中性,无,low
周测,content,考前要复习才从书包里翻出一堆错题卷子，练习册,焦虑,学业,medium
周测,content,有一次周内小练习才考了七十多分后面好几个题都不会都没做完,中性,无,low
周测,content,赶紧改错整理错题本,焦虑,学业,medium
周测,content,真的不是没有教过学习方法，做数学题，画关键字，难题画图，分区打草稿,中性,无,low
周测,content,就是每个学期考试复习都来一轮，考完试以后全忘了,中性,无,low
周测,content,21天养成一个好习惯,中性,无,low
周测,content,放假三天就全废了,中性,无,low
周测,content,😅 痛定思痛，规定数学必须打草稿，画关键词，英语也一样,中性,无,low
周测,content,草稿每天带回检查,中性,无,low
周测,content,这周老师的数学小测考了93分，最高分97分，进步显著,中性,无,low
周测,content,严母出高徒继续加油新初一的娃们,正面,学业,low
周测,content,姐妹们你家孩子开学两周适应了吗,中性,无,low
周测,content,#初中数学#家有初中生#考试成绩#开学考,中性,无,low
周测,comment,同初一啊，姐妹你哪个城市啊,中性,无,low
周测,comment,其实小学英语90+已经算一般的了，好的一般都在95+甚至98+,中性,无,low
周测,comment,回复：我们是数学在90+，英语都在95以上.,中性,无,low
周测,comment,回复：只能说我们还是对自己要求不高了，总以为90+还可以了，没有及时意识到这是一般水平，所以初一一下子就暴露了,中性,无,low
周测,comment,稍微放宽点到初中次快班的话也要到95以上，也就是总分在285左右,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 我们小学数学经常99满分，英语98，但是不妨碍她初一第一次周考考崩掉,中性,无,low
周测,comment,那段时间我一直怀疑她学校里是不是抄的别人而且我们小学和初中不是一个校区，她还要熟悉同学和环境,中性,无,low
周测,comment,一开始确实不在状态，我家的处女座女娃娃，根本鸡不动，心态还是像小学生，反正我休息在家从来看不见她刷课外题,中性,无,low
周测,comment,现在初二了，明显感觉状态比初一好，上次周考数学考了班级第一,中性,无,low
周测,comment,新教材英语不简单的，我们就是吃了英语的亏，小学不吃英语的苦，初中就要吃,中性,无,low
周测,comment,后面越来越难，只能多背多记了[扶额R],中性,无,low
周测,comment,回复：小升初主要看数学成绩数学百分制，语文和英语都是满分80分，有的英语才满分60分,自卑,学业,high
周测,comment,同初一，我觉得还蛮轻松的啊，基本作业都在8点可以结束，妈妈牌作业会做到10点就结束，10点30洗洗睡觉，6点40起床,中性,无,low
周测,comment,周末也是半天学习，半天玩耍，不补课,中性,无,low
周测,comment,成绩在班上目前可以前10.,中性,无,low
周测,comment,那你们孩子能量好高，到家都8点，学习了一天还愿意做妈妈牌作业,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,即使没有补课，孩子一直课堂吸收都是很快的,中性,无,low
周测,comment,现在上了初中，开始慢慢加量啦,中性,无,low
周测,comment,刚开学就排名吗,焦虑,学业,medium
周测,comment,我们就一次数学周测，已经不能看了,中性,无,low
周测,comment,回复：我们语数英周测，平时也有默写啊之类的,中性,无,low
周测,comment,总体让我感觉孩子还是热情满满，状态不错,中性,无,low
周测,comment,回复：那挺厉害的我们小学真的散养，初中我看了他也挺认真，数学周测简单的题都错了，真的很搞心态，我都没睡好小学成绩也还可以,中性,无,low
周测,comment,回复：没有排名，我自己按照分数算的,焦虑,学业,medium
周测,comment,周测的强度只是“撒撒水啦”，国庆过完的月考，估计班级能及格的不到一半,焦虑,学业,medium
周测,comment,你们江苏哪里,中性,无,low
周测,comment,我们周考难度是地狱级的，月考反而不是很难,焦虑,学业,medium
周测,comment,9月底月考,焦虑,学业,medium
周测,comment,回复：我们周考也难，月考不知道难不难,焦虑,学业,medium
周测,comment,我们也是天崩开局放假都预习了，开学数学周测84直接三十名吐血昨晚都没睡好,中性,无,low
周测,comment,心态很崩啊简单的题都写错了，还有步骤分,中性,无,low
周测,comment,咱俩应该握手，我们因为书写格式不对也扣了两分,中性,无,low
周测,comment,但是正确格式老师都强调了，她就是不干,中性,无,low
周测,comment,我也失眠好几天,焦虑,身体,high
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,回复：没想到同款娃这么多,中性,无,low
周测,comment,回复：我现在都在自我安慰没什么办法，承认他是一个普娃,中性,无,low
周测,comment,我女儿英语92 班里倒数第三,焦虑,学业,medium
周测,comment,你们是什么学校这么厉害，强化班吗,中性,无,low
周测,comment,我家英语94，中下,中性,无,low
周测,comment,回复：你们都这么猛啊,中性,无,low
周测,comment,那孩子精力还能跟上吗,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,学校统一安排,中性,无,low
周测,comment,老师直接安排名单,焦虑,学业,medium
周测,comment,有特殊情况可以说,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,每周有周考每个月有月考,焦虑,学业,medium
周测,comment,就是考考考学学学,中性,无,low
周测,comment,都能理解怎么很多孩子不愿意上学,中性,无,low
周测,comment,回复：孩子们是真辛苦，可是不辛苦又得吃社会的苦,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 我觉得没得必要,中性,无,low
周测,comment,周末花钱补习也这样,中性,无,low
周测,comment,我是要批评的，不听我还会动真格,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 我家不知道是不是叛逆期了，一直在说好了好了好了，唉，只能哄哄,中性,无,low
周测,comment,回复：我们也会说好了好了,中性,无,low
周测,comment,但是她要喊我做什么，我也回怼好了，好了，但是不干,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 有道理，奶奶的，跟你学习,中性,无,low
周测,comment,我们小学基本躺倒稳居前五，开学还认真了点，考了几次都是十几名了,中性,无,low
周测,comment,我好好检讨了下，慢慢来吧，我要学着接受，我娃是普娃，我娃是普娃，我娃是普娃,中性,无,low
周测,comment,说明你们孩子自己就聪明，还上进,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 我说小学前五，初中前十可以吧,中性,无,low
周测,comment,放过自己，多问“so what”，普通孩子好歹能承欢膝下,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,搞不懂为什么昨天数学小测88分，排名居然第二，考这么难吗,焦虑,学业,medium
周测,comment,你家江苏哪呀我家上星期数学小测86第四,中性,无,low
周测,comment,86都第四是那么难吗,中性,无,low
周测,comment,回复：可难了，我女儿说上了初中，难度一下子上来了,中性,无,low
周测,comment,数学97，英语99，语文85物理93,中性,无,low
周测,comment,我们语文一直拖后腿的，就没上过90分,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 语文还考过70的,中性,无,low
周测,comment,70的不是更要崩，放轻松才开始,中性,无,low
周测,comment,昆山的，数学95，班上倒数,焦虑,学业,medium
周测,comment,姐妹昆山哪个学校，这么卷,中性,无,low
周测,comment,我想问的是满分多少，数学86我以为满分100，结果英语131，我就迷糊了,中性,无,low
周测,comment,数学是100分的分值，英语是150的分值，因为是周测所以分数不统一,中性,无,low
周测,comment,回复 Kerry妈妈鸡娃日常,中性,无,low
周测,comment,: 我觉得挺好的了,正面,生活,medium
周测,comment,我家82倒数第四,焦虑,学业,medium
周测,title,五年级语文下册练习与测试期末测试(A）,焦虑,学业,medium
周测,content,五年级语文下册练习与测试期末测试(A）答案（手写版） #小学语文#练习与测试答案#五年级下册,焦虑,学业,medium
周测,comment,"8【复制口令，启动小红书】 ""点这里玲1-5年级姿料 150""创意集结地, 6月23日期间开放 MF8101 :/#y🎂🦊🥩😘🐧🐮🍖🥪🥯😏😯🍑",中性,无,low
周测,comment,"1【全选复制，xiaohongshu等你归来】 6月22日前可入，""点这里👉领1-6年级姿料573""趣味空间 CA1388 :/#b🐷🥒🥩🍟🍗🐮🍤🐭🐡🐶😳😉",中性,无,low
周测,comment,"1【复制完整口令→启动小红书】 6月23日开放，""1－5年级姿料公益分享578""精彩不容错过 CZ3904 :/#w😝🍓🍎🍓😁🐯🍣😳🐱🐤😘🌽",中性,无,low
周测,title,【27考研数学】第13周周测讲解1（单选题）,中性,无,low
周测,content,#27考研数学#考研数学#每周一测#线性代数,中性,无,low
周测,title,小白碎碎念,中性,无,low
周测,content,#读研心态调节#都说博士读的就是心态#当代研究生现状#读研#一些胡言乱语#就想瞎写东西#突发奇想的感慨#内心世界的日常叨叨,中性,无,low
周测,content,#周测卷 开学季将至,中性,无,low
周测,content,2026新版上册周测卷来 了，同步课本，周测卷、单元卷、月考卷，在家预习，开学逆袭 #一本小学#小学语文#小学#小学语文教辅#孩子教育#小学学霸#小学教辅推荐#知识点总结#小学知识,焦虑,学业,high
周测,comment,质量特别好,中性,无,low
周测,comment,题目也很棒,中性,无,low
周测,comment,今天刚收到，就让孩子做题了,中性,无,low
摸底考,title,清华下马威之新生摸底考,中性,无,low
摸底考,content,拆开通知书看到这条通知后猛然一惊，然后该吃吃该玩玩，最后实际考试时果然好多都不会，出考场依然有学霸路径依赖在对答案[呃R],中性,无,low
摸底考,content,多年后在化学馆实验室中看到了切成一片一片的摸底考试卷,中性,无,low
摸底考,content,根据都市传说，摸底考是考察各省生源决定下一年招生计划用的,中性,无,low
摸底考,content,#清华大学,中性,无,low
摸底考,comment,你真是乖孩子,中性,无,low
摸底考,comment,被父母安排的一生,中性,无,low
摸底考,comment,回复：是该远离，想想都是噩梦，顺便问一下，你妈妈不会是老师之类的职业吧,中性,无,low
摸底考,comment,所以复习有用吗,中性,无,low
摸底考,comment,跟高考是不是不一样啊,焦虑,学业,medium
摸底考,comment,回复：哈哈哈哈,中性,无,low
摸底考,comment,幸亏没上呢,中性,无,low
摸底考,comment,回复：管他锁不锁，我花一个月学开锁，也不会再花一个月复习的,中性,无,low
摸底考,comment,回复：这不典型npd,中性,无,low
摸底考,comment,摸底考对个人来说倒确实是没什么影响,中性,无,low
摸底考,comment,不过英语会影响选课之类的,中性,无,low
摸底考,comment,生源在大学的表现，感觉影响下一年大学在该地方的招生计划，山东本地学生，22年高考被河北某大学某专业录取，结果上俩月缠着导员退学，最后闹到副校长那，软磨硬泡給退了，结果下一年，我退学这个专业，在山东录取计划第二年腰斩甚至缩没了，往年这个专业在山东录20多个，腰斩那一年，这个专业在山东只录2，我良心不安,焦虑/正面,学业,high
摸底考,comment,回复：哈哈，水一个1级英语,中性,无,low
摸底考,comment,回复：哈哈哈哈英语老师们现在也觉醒了，会在课上直接分组,中性,无,low
摸底考,comment,回复：河北某大学，那肯定不是211，没了就没了吧,中性,无,low
摸底考,comment,回复：你就说你为什么想不开去河北上大学,中性,无,low
摸底考,comment,厉害的学霸,中性,无,low
摸底考,comment,居然还能知道名次的,焦虑,学业,medium
摸底考,comment,我们那会只能看到等级 分数好像都看不到,中性,无,low
摸底考,comment,当年班里英语最好的就是上海同学了,中性,无,low
摸底考,comment,ip权威,中性,无,low
摸底考,comment,上海同学几乎都免修,中性,无,low
摸底考,comment,当时我想着，既然考不到免修的要求，那还不如去学最简单的，然后交白卷了,自卑,自我,high
摸底考,comment,然后会在第一堂课再被摸一次，按照成绩分组写不同的作业（助教路过,中性,无,low
摸底考,comment,回复：那看来我隐藏得还不错,正面,生活,medium
摸底考,comment,回复：演技过关,中性,无,low
摸底考,comment,牛，是个人才,中性,无,low
摸底考,comment,哦莫这就是学霸的魄力吗,中性,无,low
摸底考,comment,这给我干哪儿来了,中性,无,low
摸底考,comment,误闯天家,中性,无,low
摸底考,comment,考越低越好的那个,中性,无,low
摸底考,comment,居然还有这种说法,中性,无,low
摸底考,comment,回复：是这样的,中性,无,low
摸底考,comment,回复：好像我当时也是有英语分班（不是清华），处在英语水平人生顶峰的我考的一脸懵逼，分到了最低一级的班,中性,无,low
摸底考,comment,不是评论区都是清华吗,中性,无,low
摸底考,comment,其他学校也有类似的，不只是清华,中性,无,low
摸底考,comment,回复：很多学校都是这样,中性,无,low
摸底考,comment,不一定，北理也有，我同学几年之前就被考了,中性,无,low
摸底考,comment,回复：好吧我都不知道,中性,无,low
摸底考,comment,回复：好吧，我都不知道,中性,无,low
摸底考,comment,回复：我们学校也有，不过只考英语，当时军训一半把我们拉去考试,中性,无,low
摸底考,comment,清华美院需要考吗...,中性,无,low
摸底考,comment,需要的，只考英语，推荐划水考一下，摸不到免修就别考太好,中性,无,low
摸底考,comment,要的 甚至大四还有一次 但不影响什么随便考考就行了,中性,无,low
摸底考,comment,回复：只考英语，还是要考其他科目的文化或者专业啊,中性,无,low
摸底考,comment,是的，还要考素描速写色彩艺考三件套，还有文化课,委屈,学校,medium
摸底考,comment,回复：造型和设计会再入学后的上课时间让你类似校考那样来一遍,中性,无,low
摸底考,comment,高考分不出层次,焦虑,学业,medium
摸底考,comment,难度不一样，分数没有参考性,中性,无,low
摸底考,comment,有的省高考英语练听力都没有怎么排名还好吧就随便考考就行了，交白卷也不影响什么,焦虑,学业,medium
摸底考,comment,回复：按系数换算呀,中性,无,low
摸底考,comment,全国高考那么多卷子分数都不一样咋排嘞,焦虑,学业,medium
摸底考,title,河西高三一模,焦虑,学业,medium
摸底考,comment,你们这赋分现在都是校内赋还是区里赋啊,中性,无,low
摸底考,comment,区里，所以赋分90多非常简单,中性,无,low
摸底考,comment,回复：不知道反正肯定不如和平,自卑,自我,high
摸底考,comment,回复：我也不了解,中性,无,low
摸底考,comment,回复：看校排是没问题的,中性,无,low
摸底考,comment,英语和是平时水平吗，如果偏低还有很大空间的,中性,无,low
摸底考,comment,能看到660,中性,无,low
摸底考,comment,回复：英语和数学，漏掉数学了哈,中性,无,low
摸底考,comment,回复：英语其实还行数学完全不是平时水平啊，从来没考过这么低,中性,无,low
摸底考,comment,回复：那没问题要是数学很强的话670也不在话下，加油吧,正面,学业,low
摸底考,comment,回复：嗯主要考前没怎么学数学导致计算能力下降了很多,焦虑,学业,medium
摸底考,comment,回复：和平，我们昨天刚下分，考的惨不忍睹，有史以来最低分，不算英语成绩，才455,中性,无,low
摸底考,comment,回复：和平比我们难很多,中性,无,low
摸底考,comment,回复：如果不嫌弃 我带你一起,中性,无,low
摸底考,comment,嗯也不知道为啥河西考这么早,中性,无,low
摸底考,comment,回复：正常操作，不过今年河西的一模卷中规中矩，透着点高考的味道，好好琢磨一下，还有时间，你的底子最起码125+,焦虑,学业,medium
摸底考,comment,回复：我语文能120+就非常知足了,中性,无,low
摸底考,comment,回复：大胆一点哈哈哈我带的两个新华的孩子都是120+,中性,无,low
摸底考,comment,回复：语文从未120+过,中性,无,low
摸底考,comment,我们英语作业就之前考的一模我都写过了然后我都一周没写英语了,焦虑/正面,学业,high
摸底考,comment,回复：我也一周没写英语了,中性,无,low
摸底考,comment,我已回家,中性,无,low
摸底考,comment,回复：没事，后面加油💪,正面,学业,low
摸底考,comment,回复：嗯一起加油,正面,学业,low
摸底考,comment,一起加油，同是高三，被一模伤到了,焦虑/正面,学业,medium
摸底考,comment,你很厉害👍🏼同样河西，你的成绩是我们望尘莫及的,中性,无,low
摸底考,comment,没有没有我非常菜,中性,无,low
摸底考,comment,请问博主657在你校能排个啥名次,焦虑,学业,medium
摸底考,comment,不知道但应该比我高很多,中性,无,low
摸底考,comment,回复：70左右,中性,无,low
摸底考,comment,回复：这次考试给区排名吗,焦虑,学业,medium
摸底考,comment,赋分是区赋分还是校赋分,中性,无,low
摸底考,comment,回复：目前还没有区排名 区赋分,焦虑,学业,medium
摸底考,comment,膜拜大佬，物化生原分多少,中性,无,low
摸底考,comment,回复：就是大佬,中性,无,low
摸底考,comment,哪个学校,中性,无,low
摸底考,comment,回复：必须五所的分 这次还挺难的,中性,无,low
摸底考,comment,我是南开的 这次英语成绩是按一模的算吗,焦虑,学业,medium
摸底考,comment,不算 因为南开中学没参考,中性,无,low
摸底考,comment,n : 那拿什么算 一考分,中性,无,low
摸底考,comment,n : 南开中学考了的（）没有没同时考但是下一周的统练考了，不过可能会有一点虚高，不知道到时候怎么算,中性,无,low
摸底考,comment,主三科可以,中性,无,low
摸底考,title,【hp】霍格沃茨开学摸底考,中性,无,low
摸底考,content,纯抽象，OOC致歉 #哈利波特#HP#GGAD#上学哪有不疯的啊#教书哪有不疯的#OOC致歉一切,中性,无,low
摸底考,comment,老师举起来的那本书叫什么,中性,无,low
摸底考,comment,哈利波特魔法全书，给你放橱窗了,中性,无,low
摸底考,comment,回复：这个表情包好大众啊，我刚在我们道法老师那里收藏,中性,无,low
摸底考,comment,[呃R]教授…虽然但是…听得我有点想睡……,中性,无,low
摸底考,comment,补兑 最后怎么刀刀的,中性,无,low
摸底考,comment,你想睡什么[嘻嘻R],中性,无,low
摸底考,comment,我也想睡ad,中性,无,low
摸底考,comment,知识以诡异方式进入了我的脑子，果然多多讲课我听得不是一般的认真,中性,无,low
摸底考,comment,不对，最后怎么刀刀的,中性,无,low
摸底考,comment,迟早有一天研究出来能修复的魔咒,中性,无,low
摸底考,comment,这次要好好保护啊,中性,无,low
摸底考,comment,遇到吸血鬼当然用阿瓦达啃大瓜拉，魔鬼网当然用阿瓦达啃大瓜拉,中性,无,low
摸底考,comment,分院结果：阿兹卡班,中性,无,low
摸底考,comment,回复：这不是分班结果吗（看来得去找小天狼星学学怎么变成狗了,中性,无,low
摸底考,comment,回复：等等你为什么会有接骨木魔杖,中性,无,low
摸底考,comment,老师可以多做一些这种教学视频吗感觉很有用啊,中性,无,low
摸底考,comment,到底是要用在哪里啊,中性,无,low
摸底考,comment,回复：语言学习,中性,无,low
摸底考,comment,_(:з」∠)_,中性,无,low
摸底考,comment,回复：可能有用吧……,中性,无,low
摸底考,comment,血誓不是碎了吗，教授脖子上挂的是什么,中性,无,low
摸底考,comment,修不好还不能重新立一个吗,中性,无,low
摸底考,comment,教授你上班带结婚证这对吗（ 题外话昆宝老师的美瞳好好看,中性,无,low
摸底考,comment,哇哇哇女神这个胸针,中性,无,low
摸底考,comment,我去好好看啊,中性,无,low
摸底考,comment,回复：能给我发个链接吗,中性,无,low
摸底考,comment,蹲蹲链接,中性,无,low
摸底考,comment,回复：老师我在pdd上买的，搜图片试试,中性,无,low
摸底考,comment,回复：老师我在pdd上买的，搜图片试试,中性,无,low
摸底考,comment,教授我看不懂选项意思是麻瓜的原因还是英文不好的原因,中性,无,low
摸底考,comment,是你上课睡觉的原因,中性,无,low
摸底考,comment,老…不对，教授再见,中性,无,low
